  9%|████████████▎                                                                                                                         | 923/10000 [04:50<47:40,  3.17it/s]
         19479475 function calls (18666602 primitive calls) in 294.205 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 symbol.py:751(<genexpr>)
        9    0.000    0.000    0.000    0.000 symbol_database.py:195(Default)
        1    0.000    0.000    0.000    0.000 symbol_database.py:44(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 symbol_database.py:50(__init__)
      202    0.000    0.000    0.000    0.000 symbol_database.py:72(RegisterMessage)
        1    0.000    0.000    0.001    0.001 symbol_database.py:8(<module>)
      202    0.000    0.000    0.000    0.000 symbol_database.py:90(RegisterMessageDescriptor)
        1    0.000    0.000    0.001    0.001 symbolic.py:4(<module>)
        1    0.000    0.000    0.000    0.000 symbolic.py:60(SymbolicReference)
        1    0.000    0.000    0.007    0.007 symbolic_caffe2.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:119(<dictcomp>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:132(SpeculationEntry)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:152(SpeculationLog)
        1    0.000    0.000    0.010    0.010 symbolic_convert.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:201(BlockStackEntry)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:224(ReturnValueOp)
       33    0.000    0.000    0.004    0.000 symbolic_convert.py:228(stack_op)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2323(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2658(InliningInstructionTranslator)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2998(InliningGeneratorInstructionTranslator)
        8    0.000    0.000    0.000    0.000 symbolic_convert.py:309(generic_jump)
        6    0.000    0.000    0.000    0.000 symbolic_convert.py:490(break_graph_if_unsupported)
        6    0.000    0.000    0.000    0.000 symbolic_convert.py:491(decorator)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:623(BytecodeDistpatchTableMeta)
        4    0.000    0.000    0.000    0.000 symbolic_convert.py:626(__init__)
        4    0.000    0.000    0.000    0.000 symbolic_convert.py:632(<dictcomp>)
        4    0.000    0.000    0.000    0.000 symbolic_convert.py:636(<listcomp>)
        1    0.000    0.000    0.005    0.005 symbolic_convert.py:639(InstructionTranslatorBase)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:1084(_interpolate_helper)
       61    0.000    0.000    0.000    0.000 symbolic_helper.py:1800(_apply_params)
       61    0.000    0.000    0.000    0.000 symbolic_helper.py:1803(_apply)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1809(_reduce_op_symbolic_helper)
        6    0.000    0.000    0.000    0.000 symbolic_helper.py:1844(_overload_by_arg_count)
        5    0.000    0.000    0.000    0.000 symbolic_helper.py:1859(_reduce_with_dtype_helper)
        1    0.000    0.000    0.003    0.003 symbolic_helper.py:2(<module>)
      229    0.000    0.000    0.000    0.000 symbolic_helper.py:220(parse_args)
      229    0.000    0.000    0.001    0.000 symbolic_helper.py:249(decorator)
       89    0.000    0.000    0.000    0.000 symbolic_helper.py:299(quantized_args)
       89    0.000    0.000    0.000    0.000 symbolic_helper.py:347(decorator)
       25    0.000    0.000    0.000    0.000 symbolic_helper.py:655(_block_list_in_opset)
        1    0.000    0.000    0.000    0.000 symbolic_opset10.py:2(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:269(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset10.py:390(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:436(_interpolate)
        1    0.000    0.000    0.000    0.000 symbolic_opset11.py:2(<module>)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:344(_interpolate)
        1    0.000    0.000    0.000    0.000 symbolic_opset12.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:403(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:418(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:6(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset14.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset15.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset16.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset17.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset18.py:2(<module>)
        2    0.000    0.000    0.000    0.000 symbolic_opset18.py:97(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset19.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset20.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset8.py:2(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:68(_interpolate)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1485(_max_pool)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1598(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1676(_adaptive_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1941(_interpolate)
        1    0.000    0.000    0.002    0.002 symbolic_opset9.py:2(<module>)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2050(wrap_logical_op_with_cast_to)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2052(decorator)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:2063(wrap_logical_op_with_negation)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:297(_export)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:300(wrapper)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:3430(_unsupported_dropout)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:4861(_one_hidden_rnn)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:789(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1029(Constraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1033(StrictMinMaxConstraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1060(RelaxedUnspecConstraint)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1088(EqualityConstraint)
       15    0.000    0.000    0.000    0.000 symbolic_shapes.py:120(lru_cache)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1200(SymbolicContext)
       15    0.000    0.000    0.000    0.000 symbolic_shapes.py:121(inner)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1214(StatelessSymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1256(StatefulSymbolicContext)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1289(SubclassSymbolicContext)
        8    0.000    0.000    0.000    0.000 symbolic_shapes.py:1398(_lru_cache)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1454(RuntimeAssert)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1461(ShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1499(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1504(DynamicDimConstraintPrinter)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1533(DimConstraints)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:182(ConstraintViolationError)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:2338(ShapeEnvSettings)
        1    0.000    0.000    0.001    0.001 symbolic_shapes.py:2354(ShapeEnv)
        1    0.000    0.000    0.266    0.266 symbolic_shapes.py:3(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:472(ConvertIntKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:482(CallMethodKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:494(InnerTensorKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:506(DivideByKey)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:5454(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:86(GuardOnDataDependentSymNode)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:89(PendingUnbackedSymbolNotFound)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:984(DimDynamic)
        1    0.000    0.000    0.043    0.043 sympify.py:1(<module>)
       95    0.000    0.000    0.000    0.000 sympify.py:101(sympify)
        1    0.000    0.000    0.000    0.000 sympify.py:16(SympifyError)
        4    0.000    0.000    0.000    0.000 sympify.py:17(__init__)
        1    0.000    0.000    0.000    0.000 sympify.py:38(CantSympify)
       51    0.000    0.000    0.000    0.000 sympify.py:502(_sympify)
        8    0.000    0.000    0.000    0.000 sympify.py:67(_is_numpy_instance)
       24    0.000    0.000    0.000    0.000 sympify.py:73(<genexpr>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1102(EvaluateFalseTransformer)
       13    0.000    0.000    0.000    0.000 sympy_parser.py:1233(<genexpr>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1236(_T)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1245(__init__)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:365(split_symbols_custom)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:87(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:92(AppliedFunction)
        1    0.000    0.000    0.000    0.000 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync.py:1(SyncExecutor)
        2    0.000    0.000    0.000    0.000 sync_vector_env.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:17(SyncVectorEnv)
        1    0.000    0.000    0.000    0.000 sync_vector_env.py:22(SyncVectorEnv)
        1    0.000    0.000    0.000    0.000 synchronize.py:10(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        1    0.000    0.000    0.006    0.006 synchronize.py:186(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        1    0.000    0.000    0.006    0.006 synchronize.py:50(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 syntax_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 syntax_error.py:7(GraphQLSyntaxError)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:113(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:134(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:151(is_python_build)
        8    0.000    0.000    0.000    0.000 sysconfig.py:164(_subst_vars)
        1    0.000    0.000    0.000    0.000 sysconfig.py:173(_extend_dict)
        1    0.000    0.000    0.000    0.000 sysconfig.py:181(_expand_vars)
        2    0.000    0.000    0.000    0.000 sysconfig.py:193(_use_darwin_global_library)
        2    0.000    0.000    0.000    0.000 sysconfig.py:209(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:220(_getuserbase)
        1    0.000    0.000    0.000    0.000 sysconfig.py:225(joinuser)
        1    0.000    0.000    0.000    0.000 sysconfig.py:379(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 sysconfig.py:392(_get_sysconfigdata_name)
        1    0.000    0.000    0.001    0.001 sysconfig.py:464(_init_posix)
        1    0.000    0.000    0.000    0.000 sysconfig.py:545(get_paths)
        1    0.000    0.000    0.000    0.000 sysconfig.py:557(get_path)
      3/2    0.000    0.000    0.003    0.001 sysconfig.py:565(get_config_vars)
        1    0.000    0.000    0.003    0.003 sysconfig.py:644(get_config_var)
        1    0.000    0.000    0.000    0.000 sysconfig.py:656(get_platform)
        1    0.000    0.000    0.000    0.000 sysfont.py:20(<module>)
        1    0.000    0.000    0.000    0.000 system_info.py:2(<module>)
        1    0.000    0.000    0.000    0.000 system_info.py:23(SystemInfo)
        1    0.000    0.000    0.022    0.022 system_monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 system_monitor.py:22(AssetInterface)
        1    0.000    0.000    0.000    0.000 system_monitor.py:37(SystemMonitor)
        1    0.000    0.000    0.000    0.000 systems.py:1(<module>)
        1    0.000    0.000    0.000    0.000 systems.py:32(ODEOrderError)
        1    0.000    0.000    0.000    0.000 systems.py:37(ODENonlinearError)
        1    0.000    0.000    0.002    0.002 table.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:1015(JoinedTable)
        1    0.000    0.000    0.000    0.000 table.py:1153(_TableType)
        1    0.000    0.000    0.000    0.000 table.py:1189(_JoinedTableType)
        1    0.000    0.000    0.000    0.000 table.py:1194(_PartitionedTableType)
        1    0.000    0.000    0.000    0.000 table.py:125(_ForeignIndexType)
        1    0.000    0.000    0.000    0.000 table.py:183(Table)
        1    0.000    0.000    0.000    0.000 table.py:19(_TableLinkMixin)
        1    0.000    0.000    0.000    0.000 table.py:24(_TableKey)
        1    0.000    0.000    0.000    0.000 table.py:31(_TableIndex)
        1    0.000    0.000    0.000    0.000 table.py:42(_PrimaryKeyType)
        1    0.000    0.000    0.000    0.000 table.py:61(_ForeignKeyType)
        1    0.000    0.000    0.000    0.000 table.py:912(_PartitionTablePartEntry)
        1    0.000    0.000    0.000    0.000 table.py:929(PartitionedTable)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableform.py:9(TableForm)
        1    0.000    0.000    0.000    0.000 tag.py:29(TagReference)
        1    0.000    0.000    0.000    0.000 tag.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tag.py:42(TagObject)
        1    0.000    0.000    0.000    0.000 tag.py:6(<module>)
        1    0.000    0.000    0.001    0.001 take.py:1(<module>)
       16    0.000    0.000    0.000    0.000 take.py:352(_view_wrapper)
        1    0.000    0.000    0.000    0.000 tarfile.py:1425(TarFile)
